Comunidades  autónomas;Gastos y duración media de los viajes;Tipo de dato;Periodo;Total
Total;Gasto medio por persona;Tasa de variación acumulada;2019M02;0,03
Total;Gasto medio por persona;Tasa de variación acumulada;2019M01;1,21
Total;Gasto medio por persona;Tasa de variación acumulada;2018M12;1,99
Total;Gasto medio por persona;Tasa de variación acumulada;2018M11;2,01
Total;Gasto medio por persona;Tasa de variación acumulada;2018M10;2,01
Total;Gasto medio por persona;Tasa de variación acumulada;2018M09;2,28
Total;Gasto medio por persona;Tasa de variación acumulada;2018M08;2,62
Total;Gasto medio por persona;Tasa de variación acumulada;2018M07;2,50
Total;Gasto medio por persona;Tasa de variación acumulada;2018M06;2,26
Total;Gasto medio por persona;Tasa de variación acumulada;2018M05;2,10
Total;Gasto medio por persona;Tasa de variación acumulada;2018M04;2,20
Total;Gasto medio por persona;Tasa de variación acumulada;2018M03;1,98
Total;Gasto medio por persona;Tasa de variación acumulada;2018M02;1,94
Total;Gasto medio por persona;Tasa de variación acumulada;2018M01;0,94
Total;Gasto medio por persona;Tasa de variación acumulada;2017M12;3,39
Total;Gasto medio por persona;Tasa de variación acumulada;2017M11;3,62
Total;Gasto medio por persona;Tasa de variación acumulada;2017M10;3,65
Total;Gasto medio por persona;Tasa de variación acumulada;2017M09;3,59
Total;Gasto medio por persona;Tasa de variación acumulada;2017M08;4,03
Total;Gasto medio por persona;Tasa de variación acumulada;2017M07;3,52
Total;Gasto medio por persona;Tasa de variación acumulada;2017M06;3,00
Total;Gasto medio por persona;Tasa de variación acumulada;2017M05;3,01
Total;Gasto medio por persona;Tasa de variación acumulada;2017M04;3,48
Total;Gasto medio por persona;Tasa de variación acumulada;2017M03;3,64
Total;Gasto medio por persona;Tasa de variación acumulada;2017M02;3,35
Total;Gasto medio por persona;Tasa de variación acumulada;2017M01;2,99
Total;Gasto medio por persona;Tasa de variación acumulada;2016M12;-1,14
Total;Gasto medio por persona;Tasa de variación acumulada;2016M11;-1,53
Total;Gasto medio por persona;Tasa de variación acumulada;2016M10;-1,59
Total;Gasto medio por persona;Tasa de variación acumulada;2016M09;-2,34
Total;Gasto medio por persona;Tasa de variación acumulada;2016M08;-2,81
Total;Gasto medio por persona;Tasa de variación acumulada;2016M07;-2,98
Total;Gasto medio por persona;Tasa de variación acumulada;2016M06;-3,25
Total;Gasto medio por persona;Tasa de variación acumulada;2016M05;-4,21
Total;Gasto medio por persona;Tasa de variación acumulada;2016M04;-5,97
Total;Gasto medio por persona;Tasa de variación acumulada;2016M03;-5,72
Total;Gasto medio por persona;Tasa de variación acumulada;2016M02;-5,99
Total;Gasto medio por persona;Tasa de variación acumulada;2016M01;-6,68
Total;Gasto medio por persona;Tasa de variación acumulada;2015M12;""
Total;Gasto medio por persona;Tasa de variación acumulada;2015M11;""
Total;Gasto medio por persona;Tasa de variación acumulada;2015M10;-0,60
Total;Gasto medio diario por persona;Dato base;2020M12;109
Total;Gasto medio diario por persona;Dato base;2020M11;115
Total;Gasto medio diario por persona;Dato base;2020M10;105
Total;Gasto medio diario por persona;Dato base;2020M09;106
Total;Gasto medio diario por persona;Dato base;2020M08;116
Total;Gasto medio diario por persona;Dato base;2020M07;123
Total;Gasto medio diario por persona;Dato base;2020M06;114
Total;Gasto medio diario por persona;Dato base;2020M05;0
Total;Gasto medio diario por persona;Dato base;2020M04;0
Total;Gasto medio diario por persona;Dato base;2020M03;152
Total;Gasto medio diario por persona;Dato base;2020M02;156
Total;Gasto medio diario por persona;Dato base;2020M01;144
Total;Gasto medio diario por persona;Dato base;2019M12;149
Total;Gasto medio diario por persona;Dato base;2019M11;161
Total;Gasto medio diario por persona;Dato base;2019M10;161
Total;Gasto medio diario por persona;Dato base;2019M09;152
Total;Gasto medio diario por persona;Dato base;2019M08;147
Total;Gasto medio diario por persona;Dato base;2019M07;160
Total;Gasto medio diario por persona;Dato base;2019M06;164
Total;Gasto medio diario por persona;Dato base;2019M05;164
Total;Gasto medio diario por persona;Dato base;2019M04;154
Total;Gasto medio diario por persona;Dato base;2019M03;151
Total;Gasto medio diario por persona;Dato base;2019M02;148
Total;Gasto medio diario por persona;Dato base;2019M01;139
Total;Gasto medio diario por persona;Dato base;2018M12;137
Total;Gasto medio diario por persona;Dato base;2018M11;154
Total;Gasto medio diario por persona;Dato base;2018M10;151
Total;Gasto medio diario por persona;Dato base;2018M09;147
Total;Gasto medio diario por persona;Dato base;2018M08;139
Total;Gasto medio diario por persona;Dato base;2018M07;152
Total;Gasto medio diario por persona;Dato base;2018M06;151
Total;Gasto medio diario por persona;Dato base;2018M05;149
Total;Gasto medio diario por persona;Dato base;2018M04;144
Total;Gasto medio diario por persona;Dato base;2018M03;142
Total;Gasto medio diario por persona;Dato base;2018M02;141
Total;Gasto medio diario por persona;Dato base;2018M01;132
Total;Gasto medio diario por persona;Dato base;2017M12;127
Total;Gasto medio diario por persona;Dato base;2017M11;138
Total;Gasto medio diario por persona;Dato base;2017M10;143
Total;Gasto medio diario por persona;Dato base;2017M09;143
Total;Gasto medio diario por persona;Dato base;2017M08;126
Total;Gasto medio diario por persona;Dato base;2017M07;139
Total;Gasto medio diario por persona;Dato base;2017M06;143
Total;Gasto medio diario por persona;Dato base;2017M05;145
Total;Gasto medio diario por persona;Dato base;2017M04;139
Total;Gasto medio diario por persona;Dato base;2017M03;141
Total;Gasto medio diario por persona;Dato base;2017M02;132
Total;Gasto medio diario por persona;Dato base;2017M01;129
Total;Gasto medio diario por persona;Dato base;2016M12;124
Total;Gasto medio diario por persona;Dato base;2016M11;138
Total;Gasto medio diario por persona;Dato base;2016M10;136
Total;Gasto medio diario por persona;Dato base;2016M09;135
Total;Gasto medio diario por persona;Dato base;2016M08;117
Total;Gasto medio diario por persona;Dato base;2016M07;131
Total;Gasto medio diario por persona;Dato base;2016M06;136
Total;Gasto medio diario por persona;Dato base;2016M05;142
Total;Gasto medio diario por persona;Dato base;2016M04;130
Total;Gasto medio diario por persona;Dato base;2016M03;131
Total;Gasto medio diario por persona;Dato base;2016M02;129
Total;Gasto medio diario por persona;Dato base;2016M01;122
Total;Gasto medio diario por persona;Dato base;2015M12;116
Total;Gasto medio diario por persona;Dato base;2015M11;130
Total;Gasto medio diario por persona;Dato base;2015M10;120
Total;Gasto medio diario por persona;Tasa de variación anual;2020M12;-26,88
Total;Gasto medio diario por persona;Tasa de variación anual;2020M11;-28,88
Total;Gasto medio diario por persona;Tasa de variación anual;2020M10;-34,57
Total;Gasto medio diario por persona;Tasa de variación anual;2020M09;-30,72
Total;Gasto medio diario por persona;Tasa de variación anual;2020M08;-20,76
Total;Gasto medio diario por persona;Tasa de variación anual;2020M07;-23,26
Total;Gasto medio diario por persona;Tasa de variación anual;2020M06;-30,37
Total;Gasto medio diario por persona;Tasa de variación anual;2020M05;-100,00
Total;Gasto medio diario por persona;Tasa de variación anual;2020M04;-100,00
Total;Gasto medio diario por persona;Tasa de variación anual;2020M03;0,92
Total;Gasto medio diario por persona;Tasa de variación anual;2020M02;5,31
Total;Gasto medio diario por persona;Tasa de variación anual;2020M01;4,25
Total;Gasto medio diario por persona;Tasa de variación anual;2019M12;9,26
Total;Gasto medio diario por persona;Tasa de variación anual;2019M11;5,01
Total;Gasto medio diario por persona;Tasa de variación anual;2019M10;6,77
Total;Gasto medio diario por persona;Tasa de variación anual;2019M09;3,98
Total;Gasto medio diario por persona;Tasa de variación anual;2019M08;5,35
Total;Gasto medio diario por persona;Tasa de variación anual;2019M07;5,21
Total;Gasto medio diario por persona;Tasa de variación anual;2019M06;8,29
Total;Gasto medio diario por persona;Tasa de variación anual;2019M05;9,71
Total;Gasto medio diario por persona;Tasa de variación anual;2019M04;6,94
Total;Gasto medio diario por persona;Tasa de variación anual;2019M03;6,30
Total;Gasto medio diario por persona;Tasa de variación anual;2019M02;4,92
Total;Gasto medio diario por persona;Tasa de variación anual;2019M01;5,29
Total;Gasto medio diario por persona;Tasa de variación anual;2018M12;7,96
Total;Gasto medio diario por persona;Tasa de variación anual;2018M11;11,25
Total;Gasto medio diario por persona;Tasa de variación anual;2018M10;5,06
Total;Gasto medio diario por persona;Tasa de variación anual;2018M09;2,67
Total;Gasto medio diario por persona;Tasa de variación anual;2018M08;10,51
Total;Gasto medio diario por persona;Tasa de variación anual;2018M07;9,40
Total;Gasto medio diario por persona;Tasa de variación anual;2018M06;5,62
Total;Gasto medio diario por persona;Tasa de variación anual;2018M05;3,09
Total;Gasto medio diario por persona;Tasa de variación anual;2018M04;3,99
Total;Gasto medio diario por persona;Tasa de variación anual;2018M03;0,80
Total;Gasto medio diario por persona;Tasa de variación anual;2018M02;7,00
Total;Gasto medio diario por persona;Tasa de variación anual;2018M01;1,95
Total;Gasto medio diario por persona;Tasa de variación anual;2017M12;2,09
Total;Gasto medio diario por persona;Tasa de variación anual;2017M11;0,11
Total;Gasto medio diario por persona;Tasa de variación anual;2017M10;5,45
Total;Gasto medio diario por persona;Tasa de variación anual;2017M09;5,95
Total;Gasto medio diario por persona;Tasa de variación anual;2017M08;7,64
Total;Gasto medio diario por persona;Tasa de variación anual;2017M07;6,40
Total;Gasto medio diario por persona;Tasa de variación anual;2017M06;4,98
Total;Gasto medio diario por persona;Tasa de variación anual;2017M05;2,14
Total;Gasto medio diario por persona;Tasa de variación anual;2017M04;6,66
Total;Gasto medio diario por persona;Tasa de variación anual;2017M03;7,19
Total;Gasto medio diario por persona;Tasa de variación anual;2017M02;2,18
Total;Gasto medio diario por persona;Tasa de variación anual;2017M01;5,97
Total;Gasto medio diario por persona;Tasa de variación anual;2016M12;6,72
Total;Gasto medio diario por persona;Tasa de variación anual;2016M11;6,48
Total;Gasto medio diario por persona;Tasa de variación anual;2016M10;13,11
Total;Gasto medio diario por persona;Tasa de variación anual;2016M09;3,13
Total;Gasto medio diario por persona;Tasa de variación anual;2016M08;0,31
Total;Gasto medio diario por persona;Tasa de variación anual;2016M07;5,84
Total;Gasto medio diario por persona;Tasa de variación anual;2016M06;1,77
Total;Gasto medio diario por persona;Tasa de variación anual;2016M05;4,59
Total;Gasto medio diario por persona;Tasa de variación anual;2016M04;1,99
Total;Gasto medio diario por persona;Tasa de variación anual;2016M03;0,23
Total;Gasto medio diario por persona;Tasa de variación anual;2016M02;4,75
Total;Gasto medio diario por persona;Tasa de variación anual;2016M01;0,95
Total;Gasto medio diario por persona;Tasa de variación anual;2015M12;0,84
Total;Gasto medio diario por persona;Tasa de variación anual;2015M11;3,02
Total;Gasto medio diario por persona;Tasa de variación anual;2015M10;-3,50
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M12;133
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M11;135
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M10;135
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M09;137
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M08;139
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M07;144
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M06;150
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M05;150
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M04;150
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M03;150
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M02;150
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2020M01;144
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M12;155
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M11;155
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M10;155
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M09;154
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M08;154
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M07;156
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M06;155
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M05;152
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M04;148
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M03;146
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M02;143
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2019M01;139
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M12;146
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M11;146
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M10;146
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M09;145
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M08;145
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M07;146
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M06;144
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M05;142
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M04;140
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M03;138
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M02;136
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2018M01;132
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M12;137
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M11;138
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M10;138
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M09;137
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M08;137
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M07;139
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M06;139
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M05;138
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M04;136
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M03;134
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M02;130
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2017M01;129
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M12;130
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M11;131
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M10;130
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M09;130
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M08;129
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M07;132
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M06;133
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M05;132
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M04;128
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M03;127
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M02;125
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2016M01;122
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2015M12;""
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2015M11;""
Total;Gasto medio diario por persona;Acumulado en lo que va de año;2015M10;126
Total;Gasto medio diario por persona;Tasa de variación acumulada;2020M12;-13,76
